token	modality	description	chapter
807256	ydelse	P-potassium	General practice
807301	ydelse	Basic Phosphatase	General practice
807302	ydelse	Asat	General practice
807303	ydelse	Amylase	General practice
807305	ydelse	ALT	General practice
807306	ydelse	Se-urate	General practice
807307	ydelse	Se-potassium	General practice
807309	ydelse	Bilirubin	General practice
807312	ydelse	Cholesterol	General practice
807313	ydelse	Triglyceride	General practice
807314	ydelse	HDL	General practice
807319	ydelse	Creatine kinase	General practice
807320	ydelse	GGT (Gamma-Glut.)	General practice
807330	ydelse	Blood test, cen. etc.	General practice
807401	ydelse	Tympanometry	General practice
807402	ydelse	Allergy assessment in connection with prick test	General practice
807403	ydelse	HbA1c examination	General practice
808110	ydelse	1st examination (approx. 6-10 weeks)	General practice
808120	ydelse	2. Study (approx. 24 weeks)	General practice
808140	ydelse	4th examination (approx. 8 weeks after birth)	General practice
808141	ydelse	Special cons. sv.forebyg	General practice
808142	ydelse	4.hj. labour 1st week	General practice
808150	ydelse	Examination v guideline 9 weeks	General practice
808152	ydelse	Swab for culture	General practice
808153	ydelse	B-glucose, photometer	General practice
808155	ydelse	Urine examination, stix	General practice
808159	ydelse	Bacteria	General practice
808160	ydelse	5th hj. foetus 9 weeks	General practice
808161	ydelse	Fungi	General practice
808162	ydelse	Other	General practice
808163	ydelse	B-haemoglobin (determination by other than photometer)	General practice
808164	ydelse	B haemoglobin (Photometer)	General practice
808165	ydelse	Microscopy, urine	General practice
808166	ydelse	II. Microscopy of bacteria and similar	General practice
808168	ydelse	Phase contrast microscopy, excluding urine	General practice
808180	ydelse	Blood test 1st pregnancy	General practice
808181	ydelse	Blood test 2nd pregnancy	General practice
808189	ydelse	Blood sampling from vein incl. preparation and centrifugation Addition	General practice
808190	ydelse	Blood sampling	General practice
808201	ydelse	1st examination	General practice
808202	ydelse	2nd examination	General practice
808203	ydelse	3. examination	General practice
808203	ydelse	3rd examination	General practice
808204	ydelse	4th survey	General practice
808205	ydelse	5th survey	General practice
808206	ydelse	6th survey	General practice
808207	ydelse	7th survey	General practice
808208	ydelse	8th survey	General practice
808210	ydelse	Paediatric examination at 1 week of age	General practice
808211	ydelse	1st paediatric examination when the child is 5 weeks old	General practice
808212	ydelse	2. Paediatric examination when the child is 5 months old	General practice
808213	ydelse	3. Paediatric examination when the child is 12 months old	General practice
808214	ydelse	4. Paediatric examination when the child is 2 years old	General practice
808215	ydelse	5. Paediatric examination when the child is 3 years old	General practice
808216	ydelse	6. Paediatric examination when the child is 4 years old	General practice
808217	ydelse	7. Paediatric examination when the child is 5 years old	General practice
808291	ydelse	Guide to contraceptive methods, contraceptive pill	General practice
808292	ydelse	Guidance on contraceptive methods, IUD	General practice
808293	ydelse	Continuous monitoring of contraceptive methods	General practice
808294	ydelse	Telephone consultation	General practice
808311	ydelse	1st whooping cough vaccine	General practice
808312	ydelse	2nd whooping cough vaccine	General practice
808313	ydelse	3rd whooping cough vaccine.	General practice
808314	ydelse	Hepatitis B vaccination when child is 1 month old	General practice
808315	ydelse	Hepatitis B vaccination at 2 months of age	General practice
808316	ydelse	Hepatitis B vaccination when the child is 12 months old	General practice
808317	ydelse	Addendum to Vaccination Hon. for hep.B when there is no concomitant childhood immunisation	General practice
808318	ydelse	Hepatitis B vaccination of uninfected injection drug users	General practice
808319	ydelse	Hepatitis B vaccination of people living with an infected person and sexual couples	General practice
808320	ydelse	Hepatitis B vaccination of children in daycare centres	General practice
808321	ydelse	1st di-te-pol vaccine	General practice
808322	ydelse	2nd di-te-pol vaccine	General practice
808323	ydelse	3.di-te-pol vaccine	General practice
808324	ydelse	Di-te-ki. vaccination	General practice
808325	ydelse	Di-Te-Ki-Pol-hib vaccination when the child is 5 years old	General practice
808327	ydelse	Hepatitis B vaccination of children under 15 years, in residential areas with injecting drug users	General practice
808328	ydelse	HPV 1st vaccination	General practice
808329	ydelse	HPV 2nd vaccination	General practice
808330	ydelse	HPV 3rd vaccination	General practice
808331	ydelse	1.oral polio vaccine	General practice
808332	ydelse	2.oral polio vaccine.	General practice
808333	ydelse	3.oral polio vaccine.	General practice
808334	ydelse	HPV 1st vaccination, women born 1985-1992	General practice
808335	ydelse	HPV 2nd vaccination, women born 1985-1992	General practice
808336	ydelse	HPV 3rd vaccination, women born 1985-1992	General practice
808342	ydelse	Di-Te-Ki-Pol-hib vaccination when the child is 5 months old	General practice
808343	ydelse	Di-Te-Ki-Pol-hib vaccination at 12 months of age	General practice
808344	ydelse	Pneumococcal vaccination at 3 months of age	General practice
808345	ydelse	Pneumococcal vaccination at 5 months of age	General practice
808346	ydelse	Pneumococcal vaccination at 12 months of age	General practice
808350	ydelse	Di-Te-Ki-Pol-hib vaccination at 3 months of age	General practice
808351	ydelse	Di-Te-Ki-Pol-Hib-HBV (Infanrin hexa) vaccination at 5 months of age	General practice
808352	ydelse	Di-Te-Ki-Pol-Hib-HBV (Infanrix hexa) vaccination at 12 months of age	General practice
808353	ydelse	2. vaccination with Engerix-B paed for children who have received at least one Infanrix	General practice
808354	ydelse	3rd vaccination with Engerix-B paed for children who have received at least one Infanrix H	General practice
808355	ydelse	Revaccination with polio vaccine at 5 years of age, benefit no. 8325, for children who have	General practice
808356	ydelse	Revaccination with Di-Te-Ki vaccine at 5 years of age, benefit no. 8325, for children who	General practice
808401	ydelse	Vaccinate within 2 years	General practice
808402	ydelse	Vaccinate 11-12 years	General practice
808410	ydelse	Surcharge when using a qualified interpreter	General practice
808501	ydelse	1st hib vaccination	General practice
808502	ydelse	2. hib vaccination	General practice
808503	ydelse	3rd hib vaccination	General practice
808601	ydelse	MMR vaccination 1 year	General practice
808602	ydelse	MMR vaccination 2 years	General practice
808603	ydelse	MMR vaccine 3 years	General practice
808611	ydelse	Mfr-vaccinated. 11 years	General practice
808612	ydelse	MMR vaccinee. 12 years	General practice
808613	ydelse	Mfr-vaccinated. 13 years	General practice
808616	ydelse	Mfr-vaccinated. 16 years	General practice
808617	ydelse	Mfr-vaccinat. 17 years	General practice
808618	ydelse	Fee for telephone contact with parents	General practice
808701	ydelse	Surcharge for MMR vaccine	General practice
808702	ydelse	Surcharge for Hib vaccine	General practice
808703	ydelse	Surcharge for whooping cough vac.	General practice
808705	ydelse	Add. v. Di-Te-vacc.	General practice
808706	ydelse	Add.vac.Di-Te-Ki-Pol-Hib when there is no concurrent paediatric vac. or cons.	General practice
808707	ydelse	Supplement for pneumococcal vaccination when there is no simultaneous paediatric examination or cons.	General practice
808708	ydelse	Surcharge for childhood vaccinations where there is no consultation	General practice
808801	ydelse	Vaccination of women against rubella	General practice
808802	ydelse	Measles vaccination for adults	General practice
808901	ydelse	Supplement to the vaccination fee	General practice
808914	ydelse	Influenza vaccination of persons with immune effect or in a household with a person	General practice
808915	ydelse	Influenza vaccination of pregnant women in the 2nd or 3rd trimester	General practice
808918	ydelse	Influenza vaccination of healthcare professionals	General practice
808923	ydelse	Infl. vaccination of disability pensioners	General practice
808925	ydelse	Infl. vaccination of the chronically ill	General practice
808927	ydelse	Influenza H1N1 vaccination of chronically ill people in their own home, cf. the Danish Health Authority	General practice
808928	ydelse	Influenza H1N1 vaccination of healthy pregnant women, see recommendations from the Danish Health Authority	General practice
808932	ydelse	Healthy household contacts of severely immunosuppressed patients, cf. recommendations from the Danish Health Authority	General practice
808936	ydelse	Infl.vacc. of pregnant women 2nd and 3rd trimester	General practice
808938	ydelse	Infl.vacc. household contacts of severely immunosuppressed patients	General practice
808940	ydelse	Vaccines with conditional reimbursement	General practice
808942	ydelse	Whooping cough vaccination for pregnant women from Nov 19 through Jan 20	General practice
808944	ydelse	Pneumococcal vaccination - carried out in clinic etc.	General practice
809001	ydelse	Mileage allowance up to 20,000 km	General practice
809002	ydelse	Mileage allowance for meetings over 20,000 km.	General practice
809820	ydelse	Influenza vaccination for people over 65 years of age	General practice
810101	ydelse	Consultation	Emergency medicine
810102	ydelse	Treatment of 2nd insured in the same home	Emergency medicine
810411	ydelse	Sick call up to 4 km (zone 1)	Emergency medicine
810441	ydelse	Sick call from 13 km. up to 16 km. (zone IV)	Emergency medicine
810471	ydelse	Visits to the home	Emergency medicine
810491	ydelse	Sick call on the route	Emergency medicine
810501	ydelse	Telephone consultation without visit/consultation	Emergency medicine
810602	ydelse	Telephone consultation with visit/consultation	Emergency medicine
812104	ydelse	Bladder catheterisation	Emergency medicine
812105	ydelse	Removal of foreign body(s) from eye, ear canal, nose and throat	Emergency medicine
812106	ydelse	Removal of warts for therapeutic reasons	Emergency medicine
812107	ydelse	Removal of foreign body under skin or nail	Emergency medicine
812109	ydelse	Application of mobilising bandage	Emergency medicine
812111	ydelse	1. treatment of minor fractures and reduction of minor joint dislocations	Emergency medicine
812117	ydelse	Removal of subacutaneous or deeper tumours incl. shipping if necessary t. pat.us.	Emergency medicine
812118	ydelse	Surgery/inflammation	Emergency medicine
812118	ydelse	Surgery for deep-seated inflammation	Emergency medicine
812122	ydelse	Initial treatment of fractures of the tibia, thigh, upper or lower arm	Emergency medicine
812124	ydelse	Large widespread lesions and burns	Emergency medicine
812125	ydelse	Resuscitation attempts	Emergency medicine
812133	ydelse	Submission of biological material, e.g. blood	Emergency medicine
812161	ydelse	Surcharge where a qualified interpreter is used	Emergency medicine
812502	ydelse	Medical assistance 2502	Emergency medicine
814044	ydelse	Â§2A35Cons.h./visit	Emergency medicine
814076	ydelse	Consultation	Emergency medicine
814420	ydelse	consultation a42	Emergency medicine
814422	ydelse	tel.cons.u.visit a42	Emergency medicine
814436	ydelse	Video consultation instead of attendance - Corona infection. All regions	Emergency medicine
814471	ydelse	Visits during on-call hours North Jutland Region	Emergency medicine
814580	ydelse	Attendance fee ÃŒ additional charge beyond 10 km, per km. North Denmark Region	Emergency medicine
814581	ydelse	Appointment fee - mileage allowance up to 20,000 km, North Denmark Region	Emergency medicine
